City_ID,City,Lat,Lng,Max_temp,Humidity,Clouds,Wind,Country,Date
445,port lincoln,-34.73,135.87,52.54,56,0,10.83,AU,1593359505
446,xuanwu,32.07,118.81,78.8,100,90,6.71,CN,1593359505
447,kyren,51.68,102.14,60.69,68,43,0.81,RU,1593359505
448,rebrikha,53.07,82.34,53.62,72,43,6.71,RU,1593359505
449,waipawa,-41.41,175.52,54.0,75,20,5.99,NZ,1593359505
450,west helena,34.55,-90.64,82.4,74,40,12.75,US,1593359505
451,ulaanbaatar,47.91,106.88,62.6,67,40,6.71,MN,1593359284
452,csolnok,47.69,18.72,91.99,34,0,1.99,HU,1593359505
453,suamico,44.63,-88.04,77.0,50,1,11.41,US,1593359338
454,siwan,26.22,84.37,86.88,70,62,4.68,IN,1593359475
455,catuday,16.29,119.81,77.09,92,100,9.93,PH,1593359506
456,kailua,21.4,-157.74,75.2,73,40,4.7,US,1593359506
457,cairns,-16.92,145.77,68.0,88,40,9.17,AU,1593359506
458,tsuruoka,38.72,139.82,64.36,86,99,7.65,JP,1593359506
459,puerto escondido,15.85,-97.07,84.2,70,20,6.04,MX,1593359506
460,comodoro rivadavia,-45.87,-67.5,37.4,87,40,1.12,AR,1593359506
461,storozhevaya,43.88,41.45,64.74,78,2,3.18,RU,1593359506
462,belozerskoye,55.82,65.58,50.68,86,36,9.8,RU,1593359506
463,tonantins,-2.87,-67.8,85.42,71,93,3.13,BR,1593359506
464,goderich,43.75,-81.72,68.0,74,0,9.33,CA,1593359430
465,winnemucca,40.97,-117.74,66.2,20,90,5.82,US,1593359360
466,itoman,26.12,127.67,82.4,94,40,11.41,JP,1593359507
467,spornoye,50.84,37.29,84.2,37,90,6.71,RU,1593359507
468,harbour breton,47.48,-55.8,58.46,90,100,6.06,CA,1593359507
469,reggello,43.68,11.53,91.99,35,0,4.0,IT,1593359507
470,port-cartier,50.03,-66.87,59.0,87,90,12.75,CA,1593359507
471,araxa,-19.59,-46.94,73.4,56,44,4.7,BR,1593359507
472,broome,42.25,-75.83,77.0,73,75,8.05,US,1593359507
473,dunedin,-45.87,170.5,45.0,86,100,3.0,NZ,1593359507
474,englehart,47.82,-79.87,73.4,64,20,10.29,CA,1593359507
475,alice springs,-23.7,133.88,39.2,51,0,7.02,AU,1593359507
476,qingyuan,23.7,113.03,87.8,58,20,8.95,CN,1593359507
477,sangin,32.07,64.84,93.97,9,0,18.21,AF,1593359508
478,raga,8.46,25.68,81.88,67,14,1.57,SS,1593359508
479,jiazi,22.88,116.07,81.99,83,100,6.87,CN,1593359508
480,searcy,35.25,-91.74,84.99,78,75,9.17,US,1593359342
481,yining,29.04,114.56,77.43,90,100,3.02,CN,1593359508
482,dubova,44.62,22.27,86.85,43,1,0.65,RO,1593359508
483,eyl,7.98,49.82,84.31,61,22,25.55,SO,1593359508
484,tiarei,-17.53,-149.33,69.8,83,10,4.7,PF,1593359508
485,te anau,-45.42,167.72,38.98,83,64,2.46,NZ,1593359508
486,villacarrillo,38.12,-3.08,104.0,14,0,8.37,ES,1593359508
487,chernyshevskiy,63.01,112.47,62.01,72,26,2.71,RU,1593359508
488,yugorsk,61.31,63.33,55.98,57,100,6.44,RU,1593359509
489,krasnoselkup,65.7,82.47,62.44,90,91,10.27,RU,1593359509
490,bitam,2.08,11.5,82.4,69,75,2.62,GA,1593359509
491,hakui,36.88,136.78,69.01,86,53,1.01,JP,1593359509
492,pastos bons,-6.6,-44.08,90.34,40,0,8.9,BR,1593359509
493,college,64.86,-147.8,57.99,62,75,2.84,US,1593359478
494,bellevue,47.61,-122.2,55.0,93,90,3.2,US,1593359236
495,cap-aux-meules,47.38,-61.86,69.8,73,75,11.41,CA,1593359509
496,kugesi,56.03,47.29,62.6,45,20,6.71,RU,1593359509
497,laguna,38.42,-121.42,66.0,67,1,13.87,US,1593359284
498,cockburn town,21.46,-71.14,82.27,80,5,12.62,TC,1593359389
499,batagay-alyta,67.8,130.41,58.82,77,24,4.36,RU,1593359510
500,buala,-8.14,159.59,80.44,77,28,3.6,SB,1593359510
501,shenjiamen,29.96,122.3,75.94,95,100,16.13,CN,1593359510
502,hit,33.64,42.83,100.45,8,0,10.04,IQ,1593359510
503,ugoofaaru,5.67,73.0,83.44,80,8,15.05,MV,1593359510
504,nabire,-3.37,135.48,75.81,89,100,2.89,ID,1593359510
505,murgab,37.5,61.97,84.2,11,0,6.93,TM,1593359510
506,araouane,18.9,-3.53,112.35,7,6,1.81,ML,1593359510
507,leh,34.17,77.58,61.3,28,36,9.13,IN,1593359511
508,oxelosund,58.67,17.1,77.0,50,79,12.75,SE,1593359511
509,palana,59.12,159.97,45.72,81,66,13.13,RU,1593359511
510,mabaruma,8.2,-59.78,83.32,77,10,5.93,GY,1593359511
511,colesberg,-30.72,25.1,47.86,51,0,7.74,ZA,1593359511
512,jutai,-5.18,-68.9,88.57,54,100,4.7,BR,1593359511
513,qasigiannguit,68.82,-51.19,41.0,80,75,5.82,GL,1593359511
514,gerash,27.67,54.14,102.2,29,20,13.87,IR,1593359511
515,iskateley,67.68,53.15,42.46,74,93,15.12,RU,1593359511
516,sept-iles,50.2,-66.38,59.0,87,90,12.75,CA,1593359452
517,lyuban,52.8,28.0,72.52,78,0,8.9,BY,1593359512
518,havre,49.58,0.33,66.2,55,14,13.87,FR,1593359512
519,la romana,18.43,-68.97,86.0,70,75,9.17,DO,1593359512
520,svencionys,55.15,26.17,73.31,78,8,6.42,LT,1593359512
521,tolaga bay,-38.37,178.3,52.68,72,3,8.01,NZ,1593359512
522,broken hill,-31.95,141.43,41.0,65,21,6.93,AU,1593359512
523,hanmer springs,-42.52,172.82,44.73,81,52,2.44,NZ,1593359512
524,makakilo city,21.35,-158.09,75.2,78,1,3.36,US,1593359512
525,barcelona,41.39,2.16,84.99,69,20,12.75,ES,1593359261
526,baraki barak,33.97,68.95,71.98,19,0,7.38,AF,1593359513
527,opelousas,30.53,-92.08,88.0,70,40,11.41,US,1593359513
528,morondava,-20.28,44.28,75.9,72,0,11.83,MG,1593359513
529,silleda,42.7,-8.25,72.0,77,75,5.82,ES,1593359513
530,capaci,38.17,13.24,84.0,83,40,10.29,IT,1593359513
531,gazli,40.13,63.45,76.15,18,100,10.65,UZ,1593359513
532,vagur,61.47,-6.81,52.45,92,96,18.57,FO,1593359513
533,sorong,-0.88,131.25,79.75,82,100,8.86,ID,1593359513
534,cravo norte,6.3,-70.2,76.06,92,97,8.55,CO,1593359513
535,suntar,62.14,117.63,68.0,54,52,5.84,RU,1593359514
536,kibala,9.11,18.35,95.0,44,40,4.7,TD,1593359514
537,hirara,24.8,125.28,83.35,85,100,18.57,JP,1593359514
538,surovikino,48.61,42.85,81.59,44,18,7.99,RU,1593359514
539,pandan,14.05,124.17,79.16,83,99,6.08,PH,1593359514
540,coahuayana,18.73,-103.68,80.6,61,40,13.87,MX,1593359514
541,namatanai,-3.67,152.43,79.5,79,77,6.87,PG,1593359514
542,mareeba,-17.0,145.43,68.0,88,40,9.17,AU,1593359514
543,olafsvik,64.89,-23.71,54.46,82,97,5.7,IS,1593359514
544,iranshahr,27.2,60.68,111.2,13,20,9.17,IR,1593359514
545,egvekinot,66.32,-179.17,31.55,95,100,11.97,RU,1593359514
546,bibiani,6.46,-2.32,78.62,93,49,4.79,GH,1593359515
547,koumra,8.91,17.55,90.0,46,95,3.53,TD,1593359515
548,omegna,45.88,8.41,86.0,46,12,1.01,IT,1593359515
549,pangody,65.85,74.49,52.25,86,94,11.9,RU,1593359515
550,dong hoi,17.48,106.6,80.87,82,1,6.51,VN,1593359515
551,scarborough,54.28,-0.4,61.0,62,86,8.01,GB,1593359515
552,chippenham,51.46,-2.12,61.0,66,58,8.01,GB,1593359515
553,walvis bay,-22.96,14.51,77.0,22,0,8.05,NA,1593359515
554,sokur,55.21,83.32,55.4,76,50,6.71,RU,1593359515
555,coswig,51.13,13.58,78.8,54,20,10.29,DE,1593359515
556,at-bashi,41.17,75.81,45.57,55,45,5.61,KG,1593359516
557,hakodate,41.78,140.74,59.0,100,75,3.36,JP,1593359516
558,matara,5.95,80.54,80.53,85,87,9.84,LK,1593359347
559,jaltenango,15.87,-92.72,82.9,58,47,2.33,MX,1593359516
560,arica,-18.48,-70.3,62.6,67,0,12.75,CL,1593359235
561,seoul,37.57,126.98,73.4,94,74,2.24,KR,1593359459
